Title,Features.Handheld?,Features.Max Players,Features.Multiplatform?,Features.Online?,Metadata.Genres,Metadata.Licensed?,Metadata.Publishers,Metadata.Sequel?,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Re-release?,Release.Year
The Chronicles of Narnia: Prince Caspian,True,1,True,True,Role-Playing (RPG),True,Disney,True,54,0.19,10.95,Nintendo DS,M,True,2008
Hot Shots Golf: Open Tee 2,True,1,True,True,Sports,True,Sony,True,82,0.19,14.95,Sony PSP,E,True,2008
AC/DC Live: Rock Band - Track Pack,True,1,True,True,Action-Simulation,True,,True,60,0.19,14.95,PlayStation 3,E,True,2008
Harvest Moon: Magical Melody,True,4,True,True,Role-Playing (RPG)-Simulation,True,,True,69,0.18,23.95,Nintendo Wii,T,True,2008
Dynasty Warriors 6,True,2,True,True,Action-Strategy,True,,True,59,0.18,24.95,PlayStation 3,M,True,2008
Order Up!,True,1,True,True,Action-Simulation,True,,True,76,0.18,17.95,Nintendo Wii,T,True,2008
NBA Ballers: Chosen One,True,4,True,True,Sports,True,Midway,True,55,0.17,9.95,X360,T,True,2008
Age of Empires: Mythologies,True,1,True,True,Strategy,True,THQ,True,78,0.17,17.95,Nintendo DS,T,True,2008
LocoRoco 2,True,1,True,True,Action-Strategy,True,Sony,True,85,0.17,11.95,Sony PSP,M,True,2008
Star Ocean: First Departure,True,1,True,True,Action-Role-Playing (RPG),True,SquareEnix,True,74,0.17,17.95,Sony PSP,T,True,2008
Lost: Via Domus,True,1,True,True,Action-Adventure,True,Ubisoft,True,54,0.17,16.95,PlayStation 3,T,True,2008
Tetris Party,True,4,True,True,Strategy,True,,True,75,0.16,24.95,Nintendo Wii,T,True,2008
Bully: Scholarship Edition,True,2,True,True,Action-Adventure,True,Rockstar,True,83,0.16,17.95,Nintendo Wii,E,True,2008
The Spiderwick Chronicles,True,2,True,True,Action-Adventure,True,,True,62,0.16,16.95,Nintendo Wii,M,True,2008
Dynasty Warriors 6,True,2,True,True,Action-Strategy,True,,True,60,0.16,24.95,X360,M,True,2008
Facebreaker,True,2,True,True,Sports,True,EA,True,54,0.16,12.95,X360,M,True,2008
Ninja Gaiden: Dragon Sword,True,1,True,True,Action,True,,True,83,0.16,12.95,Nintendo DS,E,True,2008
Condemned 2: Bloodshot,True,1,True,True,Action-Adventure,True,Sega,True,82,0.16,14.95,PlayStation 3,T,True,2008
Silent Hill: Homecoming,True,1,True,True,Action,True,Konami,True,71,0.16,17.95,PlayStation 3,E,True,2008
Command & Conquer: Red Alert 3,True,1,True,True,Strategy,True,EA,True,77,0.16,14.95,X360,T,True,2008
Viking: Battle for Asgard,True,1,True,True,Action,True,Sega,True,68,0.16,14.95,X360,M,True,2008
Beijing 2008,True,4,True,True,Sports,True,Sega,True,60,0.15,14.95,X360,T,True,2008
Don King Presents: Prizefighter,True,2,True,True,Sports,True,2K,True,56,0.15,14.95,X360,M,True,2008
Bomberman,True,1,True,True,Action-Strategy,True,,True,73,0.15,12.95,Sony PSP,M,True,2008
Ferrari Challenge Trofeo Pirelli,True,1,True,True,Racing / Driving,True,,True,71,0.15,17.95,PlayStation 3,E,True,2008
Command & Conquer 3: Kane's Wrath,True,1,True,True,Strategy,True,EA,True,75,0.15,17.95,X360,M,True,2008
Lost: Via Domus,True,1,True,True,Action-Adventure,True,Ubisoft,True,55,0.15,17.95,X360,M,True,2008
NHL 2K9 ,True,1,True,True,Sports,True,2K,True,69,0.15,14.95,X360,T,True,2008
Eternal Sonata,True,2,True,True,Role-Playing (RPG),True,Namco,True,80,0.14,24.95,PlayStation 3,M,True,2008
FlatOut: Head On,True,1,True,True,Racing / Driving-Sports,True,,True,74,0.14,9.95,Sony PSP,E,True,2008
Viking: Battle for Asgard,True,1,True,True,Action,True,Sega,True,65,0.14,16.95,PlayStation 3,M,True,2008
TNA iMPACT!,True,1,True,True,Sports,True,Midway,True,43,0.14,14.95,Nintendo Wii,E,True,2008
Tomb Raider: Underworld,True,1,True,True,Action,True,Eidos,True,70,0.14,17.95,Nintendo Wii,T,True,2008
The Club,True,4,True,True,Action,True,Sega,True,76,0.13,14.95,X360,T,True,2008
The Chronicles of Narnia: Prince Caspian,True,2,True,True,Action-Role-Playing (RPG),True,Disney,True,56,0.13,14.95,X360,M,True,2008
Cabela's Dangerous Hunts 2009,True,1,True,True,Sports,True,Activision,True,42,0.13,19.95,X360,M,True,2008
Dark Messiah of Might and Magic: Elements,True,1,True,True,Action-Role-Playing (RPG),True,Ubisoft,True,52,0.13,17.95,X360,T,True,2008
Fracture,True,1,True,True,Action,True,,True,63,0.13,14.95,X360,T,True,2008
Bomberman Land,True,4,True,True,Action,True,,True,57,0.12,19.95,Nintendo Wii,T,True,2008
Nitrobike,True,4,True,True,Action-Racing / Driving-Sports,True,Ubisoft,True,49,0.12,14.95,Nintendo Wii,E,True,2008
Culdcept Saga,True,4,True,True,Strategy,True,Namco,True,75,0.12,17.95,X360,T,True,2008
Facebreaker,True,2,True,True,Sports,True,,True,53,0.12,14.95,PlayStation 3,E,True,2008
MLB Power Pros 2008,True,2,True,True,Sports,True,2K,True,83,0.12,22.95,Nintendo Wii,E,True,2008
Mushroom Men: The Spore Wars,True,2,True,True,Action,True,,True,72,0.12,17.95,Nintendo Wii,E,True,2008
Dragon Quest V: Hand of the Heavenly Bride,True,1,True,True,Role-Playing (RPG),True,SquareEnix,True,84,0.12,29.95,Nintendo DS,T,True,2008
Ninjatown,True,1,True,True,Strategy,True,,True,80,0.12,19.95,Nintendo DS,T,True,2008
Super Dodgeball Brawlers,True,1,True,True,Action-Sports,True,,True,65,0.12,19.95,Nintendo DS,T,True,2008
Alone in the Dark,True,1,True,True,Action-Adventure-Racing / Driving,True,Atari,True,58,0.12,14.95,X360,M,True,2008
NBA 09: The Inside,True,4,True,True,Sports,True,Sony,True,63,0.11,14.95,PlayStation 3,M,True,2008
Sega Superstars Tennis,True,4,True,True,Sports,True,Sega,True,67,0.11,16.95,PlayStation 3,M,True,2008
Destroy All Humans! Big Willy Unleashed,True,2,True,True,Adventure,True,THQ,True,53,0.11,17.95,Nintendo Wii,T,True,2008
Space Invaders Extreme,True,1,True,True,Action,True,SquareEnix,True,85,0.11,16.95,Nintendo DS,T,True,2008
Ultimate Band,True,1,True,True,Action-Simulation,True,Disney,True,69,0.11,14.95,Nintendo DS,E,True,2008
The Club,True,4,True,True,Action,True,Sega,True,72,0.1,14.95,PlayStation 3,M,True,2008
Madagascar: Escape 2 Africa,True,4,True,True,Action,True,Activision,True,58,0.1,24.95,PlayStation 3,M,True,2008
NBA Ballers: Chosen One,True,4,True,True,Sports,True,Midway,True,54,0.1,14.95,PlayStation 3,M,True,2008
Dream Pinball 3D,True,4,True,True,Simulation,True,,True,54,0.1,16.95,Nintendo Wii,M,True,2008
Madagascar: Escape 2 Africa,True,4,True,True,Action,True,Activision,True,62,0.1,19.95,X360,T,True,2008
Pro Evolution Soccer 2008,True,2,True,True,Sports,True,Konami,True,83,0.1,17.95,Nintendo Wii,T,True,2008
Avalon Code,True,1,True,True,Action-Adventure-Role-Playing (RPG),True,,True,71,0.1,27.95,Nintendo DS,M,True,2008
Guitar Rock Tour,True,1,True,True,Simulation,True,,True,60,0.1,13.95,Nintendo DS,T,True,2008
Lost in Blue 3,True,1,True,True,Role-Playing (RPG),True,Konami,True,59,0.1,17.95,Nintendo DS,M,True,2008
Syberia,True,1,True,True,Adventure,True,,True,52,0.1,23.95,Nintendo DS,T,True,2008
Afrika,True,1,True,True,Adventure-Simulation,True,Sony,True,63,0.1,47.95,PlayStation 3,T,True,2008
NHL 2K9,True,1,True,True,Sports,True,2K,True,70,0.1,14.95,PlayStation 3,T,True,2008
Brothers in Arms: Double Time,True,1,True,True,Action-Strategy,True,Ubisoft,True,45,0.1,17.95,Nintendo Wii,E,True,2008
ObsCure: The Aftermath,True,1,True,True,Action,True,,True,53,0.1,16.95,Nintendo Wii,T,True,2008
NFL Tour,True,1,True,True,Action-Sports,True,EA,True,49,0.1,12.95,X360,M,True,2008
Pinball Hall of Fame: The Williams Collection,True,4,True,True,Simulation,True,,True,78,0.09,17.95,Sony PSP,T,True,2008
NFL Tour,True,4,True,True,Action-Sports,True,EA,True,45,0.09,14.95,PlayStation 3,E,True,2008
Wall-E,True,4,True,True,Action,True,THQ,True,51,0.09,17.95,PlayStation 3,M,True,2008
Ninja Reflex,True,4,True,True,Action,True,EA,True,49,0.09,14.95,Nintendo Wii,E,True,2008
Conflict: Denied Ops,True,4,True,True,Action,True,Eidos,True,52,0.09,12.95,X360,T,True,2008
Top Spin 3,True,4,True,True,Sports,True,2K,True,78,0.09,19.95,X360,T,True,2008
Blitz: The League II,True,2,True,True,Action-Sports,True,Midway,True,62,0.09,14.95,PlayStation 3,M,True,2008
Hellboy: The Science of Evil,True,2,True,True,Action-Adventure,True,Konami,True,47,0.09,16.95,PlayStation 3,T,True,2008
Castlevania Judgment,True,2,True,True,Action,True,Konami,True,49,0.09,17.95,Nintendo Wii,T,True,2008
Death Jr. II: Root of Evil,True,2,True,True,Action,True,Eidos,True,71,0.09,17.95,Nintendo Wii,E,True,2008
Raiden IV,True,2,True,True,Action,True,,True,63,0.09,32.95,X360,T,True,2008
Metal Slug 7,True,1,True,True,Action,True,,True,70,0.09,17.95,Nintendo DS,M,True,2008
Spider-Man: Web of Shadows,True,1,True,True,Action,True,Activision,True,77,0.09,15.95,Nintendo DS,E,True,2008
Trauma Center: Under The Knife 2,True,1,True,True,Action-Simulation,True,,True,79,0.09,19.95,Nintendo DS,T,True,2008
Fracture,True,1,True,True,Action,True,,True,62,0.09,14.95,PlayStation 3,M,True,2008
Alone in the Dark,True,1,True,True,Action-Adventure-Racing / Driving,True,Atari,True,39,0.09,14.95,Nintendo Wii,T,True,2008
Final Fantasy Fables: Chocobo's Dungeon,True,1,True,True,Action-Role-Playing (RPG),True,SquareEnix,True,76,0.09,17.95,Nintendo Wii,M,True,2008
The King of Fighters Collection: The Orochi Saga,True,1,True,True,Action,True,,True,70,0.09,17.95,Nintendo Wii,E,True,2008
Klonoa: Door to Phantomile,True,1,True,True,Action,True,Namco,True,77,0.09,17.95,Nintendo Wii,T,True,2008
Battle of the Bands,True,2,True,True,Action-Simulation,True,THQ,True,58,0.08,14.95,Nintendo Wii,T,True,2008
Hellboy: The Science of Evil,True,2,True,True,Action-Adventure,True,Konami,True,44,0.08,14.95,X360,M,True,2008
Dragon Ball: Origins,True,1,True,True,Action-Adventure,True,Atari,True,78,0.08,15.95,Nintendo DS,M,True,2008
Ninja Reflex,True,1,True,True,Action,True,EA,True,54,0.08,12.95,Nintendo DS,T,True,2008
Space Bust-A-Move,True,1,True,True,Strategy,True,SquareEnix,True,71,0.08,17.95,Nintendo DS,M,True,2008
Top Spin 3,True,1,True,True,Sports,True,2K,True,75,0.08,24.95,PlayStation 3,M,True,2008
UEFA Euro 2008,True,7,True,True,Sports,True,EA,True,79,0.07,17.95,PlayStation 3,T,True,2008
FIFA Street 3,True,4,True,True,Sports,True,EA,True,63,0.07,14.95,X360,T,True,2008
Blitz: The League II,True,2,True,True,Action-Sports,True,Midway,True,68,0.07,12.95,X360,M,True,2008
Space Chimps,True,2,True,True,Action-Adventure,True,,True,57,0.07,14.95,X360,T,True,2008
The Spiderwick Chronicles,True,2,True,True,Action-Adventure,True,,True,59,0.07,14.95,X360,E,True,2008
Etrian Odyssey II: Heroes of Lagaard,True,1,True,True,Role-Playing (RPG),True,,True,82,0.07,24.95,Nintendo DS,T,True,2008
The King of Fighters Collection: The Orochi Saga,True,1,True,True,Action,True,,True,61,0.07,17.95,Sony PSP,E,True,2008
Target: Terror,True,1,True,True,Action,True,Konami,True,33,0.07,17.95,Nintendo Wii,M,True,2008
Legendary,True,1,True,True,Action,True,Atari,True,47,0.07,17.95,X360,T,True,2008
Universe at War: Earth Assault,True,1,True,True,Action-Strategy,True,Sega,True,66,0.07,14.95,X360,T,True,2008
Code Lyoko: Fall of X.A.N.A,True,1,True,True,Action-Role-Playing (RPG),True,,True,51,0.06,14.95,Nintendo DS,M,True,2008
Master of the Monster Lair,True,1,True,True,Role-Playing (RPG),True,,True,63,0.06,14.95,Nintendo DS,M,True,2008
N+,True,1,True,True,Action,True,Atari,True,82,0.06,14.95,Nintendo DS,M,True,2008
Pipe Mania,True,1,True,True,Strategy,True,,True,71,0.06,14.95,Nintendo DS,T,True,2008
The Spiderwick Chronicles,True,1,True,True,Role-Playing (RPG),True,,True,60,0.06,12.95,Nintendo DS,E,True,2008
Summon Night: Twin Age,True,1,True,True,Role-Playing (RPG),True,,True,73,0.06,24.95,Nintendo DS,E,True,2008
Wild Arms XF,True,1,True,True,Role-Playing (RPG),True,,True,64,0.06,17.95,Sony PSP,M,True,2008
FIFA Street 3,True,1,True,True,Sports,True,EA,True,63,0.06,17.95,PlayStation 3,T,True,2008
Harvey Birdman: Attorney at Law,True,1,True,True,Adventure,True,Capcom,True,60,0.06,14.95,Nintendo Wii,M,True,2008
Let's Tap,True,1,True,True,Simulation,True,Sega,True,70,0.06,17.95,Nintendo Wii,E,True,2008
NHL 2K9,True,1,True,True,Sports,True,2K,True,65,0.06,14.95,Nintendo Wii,T,True,2008
Conflict: Denied Ops,True,4,True,True,Action,True,Eidos,True,51,0.05,17.95,PlayStation 3,E,True,2008
Worms: A Space Oddity,True,4,True,True,Action-Strategy,True,THQ,True,64,0.05,17.95,Nintendo Wii,M,True,2008
UEFA Euro 2008,True,4,True,True,Sports,True,EA,True,80,0.05,14.95,X360,M,True,2008
Overlord: Raising Hell,True,2,True,True,Action-Strategy,True,,True,72,0.05,17.95,PlayStation 3,T,True,2008
Battle Fantasia,True,2,True,True,Action-Role-Playing (RPG),True,,True,71,0.05,22.95,X360,M,True,2008
Bangai-O Spirits,True,1,True,True,Action,True,,True,83,0.05,14.95,Nintendo DS,M,True,2008
Dungeon Explorer: Warriors of Ancient Arts,True,1,True,True,Action-Role-Playing (RPG),True,,True,60,0.05,17.95,Nintendo DS,M,True,2008
From the Abyss,True,1,True,True,Action-Role-Playing (RPG),True,,True,60,0.05,19.95,Nintendo DS,T,True,2008
New International Track & Field,True,1,True,True,Action-Sports,True,Konami,True,73,0.05,14.95,Nintendo DS,M,True,2008
Soul Bubbles,True,1,True,True,Strategy,True,Eidos,True,78,0.05,14.95,Nintendo DS,T,True,2008
Tropix!,True,1,True,True,Action,True,,True,59,0.05,23.95,Nintendo DS,M,True,2008
Unsolved Crimes,True,1,True,True,Action-Adventure-Racing / Driving,True,,True,66,0.05,17.95,Nintendo DS,T,True,2008
Ford Racing Off Road,True,1,True,True,Racing / Driving,True,,True,47,0.05,12.95,Sony PSP,M,True,2008
Harvey Birdman: Attorney at Law,True,1,True,True,Adventure,True,Capcom,True,62,0.05,14.95,Sony PSP,M,True,2008
Secret Agent Clank,True,1,True,True,Action,True,Sony,True,72,0.05,23.95,Sony PSP,M,True,2008
Space Invaders Extreme,True,1,True,True,Action,True,SquareEnix,True,84,0.05,16.95,Sony PSP,M,True,2008
Armored Core: For Answer,True,1,True,True,Action,True,Ubisoft,True,62,0.05,29.95,PlayStation 3,M,True,2008
Legendary,True,1,True,True,Action,True,Atari,True,50,0.05,19.95,PlayStation 3,E,True,2008
Agatha Christie: Evil Under the Sun,True,1,True,True,Adventure,True,,True,46,0.05,17.95,Nintendo Wii,M,True,2008
Agatha Christie: And Then There Were None,True,1,True,True,Adventure,True,,True,50,0.05,17.95,Nintendo Wii,M,True,2008
Armored Core: For Answer,True,1,True,True,Action,True,Ubisoft,True,64,0.05,24.95,X360,T,True,2008
Cradle of Rome,True,1,True,True,Strategy,True,,True,63,0.04,17.95,Nintendo DS,E,True,2008
The Dark Spire,True,1,True,True,Adventure-Role-Playing (RPG),True,,True,69,0.04,24.95,Nintendo DS,T,True,2008
Insecticide,True,1,True,True,Action-Adventure,True,,True,55,0.04,12.95,Nintendo DS,T,True,2008
Izuna 2: The Unemployed Ninja Returns,True,1,True,True,Role-Playing (RPG),True,,True,65,0.04,17.95,Nintendo DS,E,True,2008
Looney Tunes: Cartoon Conductor,True,1,True,True,Action,True,Eidos,True,67,0.04,13.95,Nintendo DS,M,True,2008
Nanostray 2,True,1,True,True,Action,True,,True,75,0.04,12.95,Nintendo DS,M,True,2008
Hellboy: The Science of Evil,True,1,True,True,Action,True,Konami,True,42,0.04,14.95,Sony PSP,E,True,2008
Pipe Mania,True,1,True,True,Strategy,True,,True,74,0.04,12.95,Sony PSP,T,True,2008
UEFA Euro 2008,True,1,True,True,Sports,True,EA,True,68,0.04,19.95,Sony PSP,E,True,2008
Vampire Rain,True,1,True,True,Action,True,,True,30,0.04,24.95,PlayStation 3,E,True,2008
Baroque,True,1,True,True,Action-Role-Playing (RPG),True,,True,50,0.04,19.95,Nintendo Wii,T,True,2008
Supreme Commander,True,1,True,True,Strategy,True,,True,56,0.04,17.95,X360,T,True,2008
Hail to the Chimp,True,4,True,True,Action-Strategy,True,,True,52,0.03,16.95,X360,M,True,2008
Assassin's Creed: Altar's Chronicles,True,1,True,True,Action,True,Ubisoft,True,58,0.03,11.95,Nintendo DS,T,True,2008
The Legend of Kage 2,True,1,True,True,Action,True,SquareEnix,True,70,0.03,14.95,Nintendo DS,E,True,2008
Rhapsody: A Musical Adventure,True,1,True,True,Role-Playing (RPG),True,,True,67,0.03,12.95,Nintendo DS,M,True,2008
Secret Files: Tunguska,True,1,True,True,Adventure,True,,True,71,0.03,17.95,Nintendo DS,M,True,2008
Fading Shadows,True,1,True,True,Action-Adventure,True,,True,62,0.03,17.95,Sony PSP,E,True,2008
Hail to the Chimp,True,1,True,True,Action-Strategy,True,,True,51,0.03,15.95,PlayStation 3,M,True,2008
Secret Files: Tunguska,True,2,True,True,Adventure,True,,True,64,0.02,17.95,Nintendo Wii,M,True,2008
Chicken Hunter,True,1,True,True,Action,True,,True,39,0.02,17.95,Nintendo DS,T,True,2008
